Country,Restaurant Name,Sentiment,Review Title,Review Date,Review,Review Length,cleaned_review,cleaned_review_tokens,Sentimento
Italy,Ad Hoc Ristorante (Piazza del Popolo),Negative,Rude and inflexible,Oct 2011 •,"We had a reservation for 4 people, but was joined by a 5th at the last minute. As this was a child we hoped this would not be a problem. This couldn't have been further from the truth. 

The lady that dealt with us could not have been less helpful, in fact she was bordering on rude and aggressive. If our request for an extra chair at the end of a table for 4 was so difficult for a restaurant to handle, fair enough, but at least decline our request in a polite, professional manner... Sadly not the case at Ad Hoc.",517,reservation 4 people joined 5th last minute child hoped would problem couldnt truth lady dealt us could less helpful fact bordering rude aggressive request extra chair end table 4 difficult restaurant handle fair enough least decline request polite professional manner sadly case ad hoc,"['reservation', '4', 'people', 'joined', '5th', 'last', 'minute', 'child', 'hoped', 'would', 'problem', 'couldnt', 'truth', 'lady', 'dealt', 'us', 'could', 'less', 'helpful', 'fact', 'bordering', 'rude', 'aggressive', 'request', 'extra', 'chair', 'end', 'table', '4', 'difficult', 'restaurant', 'handle', 'fair', 'enough', 'least', 'decline', 'request', 'polite', 'professional', 'manner', 'sadly', 'case', 'ad', 'hoc']",Negativo
Italy,Ad Hoc Ristorante (Piazza del Popolo),Negative,Absolutely not best in Rome - Would not return,Oct 2011 •,"With much anticipation we arrived for our reservation.  We were promptly seated, but then the trouble started.  It took nearly an hour for our order to be taken.  Sadly they were out of many menu items, including some featured in the hailed tasting menus.  Our dinner took nearly 4 hours with painfully slow service and most of the time with empty water and wine glasses.  Servers were completely inattentive.  I sensed that the entire dining room was annoyed with the poor service.  Food was OK, but several items on our tasting menu were cold and inedible.  Please save yourself the time and money.  There is absolutely no way that this is the best place in Rome.",665,much anticipation arrived reservation promptly seated trouble started took nearly hour order taken sadly many menu items including featured hailed tasting menus dinner took nearly 4 hours painfully slow service time empty water wine glasses servers completely inattentive sensed entire dining room annoyed poor service food ok several items tasting menu cold inedible please save time money absolutely way best place rome,"['much', 'anticipation', 'arrived', 'reservation', 'promptly', 'seated', 'trouble', 'started', 'took', 'nearly', 'hour', 'order', 'taken', 'sadly', 'many', 'menu', 'items', 'including', 'featured', 'hailed', 'tasting', 'menus', 'dinner', 'took', 'nearly', '4', 'hours', 'painfully', 'slow', 'service', 'time', 'empty', 'water', 'wine', 'glasses', 'servers', 'completely', 'inattentive', 'sensed', 'entire', 'dining', 'room', 'annoyed', 'poor', 'service', 'food', 'ok', 'several', 'items', 'tasting', 'menu', 'cold', 'inedible', 'please', 'save', 'time', 'money', 'absolutely', 'way', 'best', 'place', 'rome']",Muito Negativo
Italy,Ad Hoc Ristorante (Piazza del Popolo),Negative,Expected the TA rating's and I was disapointed,Feb 2022 •,"Walked in and didn't get in, so made a reservation, confirmed thru e-mail. Arrived on time and they made us feel unwelcomed likethere was no reservation an after all they gave us a terrible table. Next to the waiters station. (never accept that table). They where out of squid and truffle as a welcome. But surprise 50% of the menu had truffle. I asked for help with the wine list. And never got help from the maitre'd and even approached our table. Would never go back.",470,walked didnt get made reservation confirmed thru email arrived time made us feel unwelcomed likethere reservation gave us terrible table next waiters station never accept table squid truffle welcome surprise 50 menu truffle asked help wine list never got help maitred even approached table would never go back,"['walked', 'didnt', 'get', 'made', 'reservation', 'confirmed', 'thru', 'email', 'arrived', 'time', 'made', 'us', 'feel', 'unwelcomed', 'likethere', 'reservation', 'gave', 'us', 'terrible', 'table', 'next', 'waiters', 'station', 'never', 'accept', 'table', 'squid', 'truffle', 'welcome', 'surprise', '50', 'menu', 'truffle', 'asked', 'help', 'wine', 'list', 'never', 'got', 'help', 'maitred', 'even', 'approached', 'table', 'would', 'never', 'go', 'back']",Muito Negativo
Italy,Ad Hoc Ristorante (Piazza del Popolo),Negative,expensive rubbish,Sept 2011 •,"it took nearly 5 hours for them to complete our meal. They forgot to process our main course!!! Even our coffee took 30mins to arrive. What did they do go to brazil to pick the beans themselves. All this cost us 228€ for 2 of us. The food when it did arrive was average. Not to be recommended, look for where the locals go because it's not here!",345,took nearly 5 hours complete meal forgot process main course even coffee took 30mins arrive go brazil pick beans cost us 228 2 us food arrive average recommended look locals go,"['took', 'nearly', '5', 'hours', 'complete', 'meal', 'forgot', 'process', 'main', 'course', 'even', 'coffee', 'took', '30mins', 'arrive', 'go', 'brazil', 'pick', 'beans', 'cost', 'us', '228', '2', 'us', 'food', 'arrive', 'average', 'recommended', 'look', 'locals', 'go']",Muito Negativo
Italy,Ad Hoc Ristorante (Piazza del Popolo),Negative,A boring four and a half hours that could have been superb,Oct 2011 •,"We arrived at 08.15 with table booked for 08.30. No problem, made to feel very welcome. Problems started after first course.... I do not think the kitchen was able to cope with the meal orders..... seriously it took them four and a half hours to serve us our meal. The waitresses kept on apologising saying 'would not be long', 'working on yours now', 'yours is next to be cooked', etc.......
I think this is about the only restaurant I have left without leaving a tip.
It could have been superb if the kitchen timing was sorted, but the speed of non service spolit everything.",577,arrived 0815 table booked 0830 problem made feel welcome problems started first course think kitchen able cope meal orders seriously took four half hours serve us meal waitresses kept apologising saying would long working next cooked etci think restaurant left without leaving tipit could superb kitchen timing sorted speed non service spolit everything,"['arrived', '0815', 'table', 'booked', '0830', 'problem', 'made', 'feel', 'welcome', 'problems', 'started', 'first', 'course', 'think', 'kitchen', 'able', 'cope', 'meal', 'orders', 'seriously', 'took', 'four', 'half', 'hours', 'serve', 'us', 'meal', 'waitresses', 'kept', 'apologising', 'saying', 'would', 'long', 'working', 'next', 'cooked', 'etci', 'think', 'restaurant', 'left', 'without', 'leaving', 'tipit', 'could', 'superb', 'kitchen', 'timing', 'sorted', 'speed', 'non', 'service', 'spolit', 'everything']",Negativo
Italy,Ad Hoc Ristorante (Piazza del Popolo),Negative,How can this be the no. 1 restaurant in Rome ???,Oct 2011 •,"There wasn't one Italian person in this place. Only tourist, who like ourselves, read the reviews on tripadvisor and decided to venture there.
While the service was kind (but as the crowd, not local), the food was over trying and disappointing. Nothing close to the traditionally simple and qualitative cuisine you expect in Italy. 
DON'T GO THERE !!!",351,wasnt one italian person place tourist like read reviews tripadvisor decided venture therewhile service kind crowd local food trying disappointing nothing close traditionally simple qualitative cuisine expect italy dont go,"['wasnt', 'one', 'italian', 'person', 'place', 'tourist', 'like', 'read', 'reviews', 'tripadvisor', 'decided', 'venture', 'therewhile', 'service', 'kind', 'crowd', 'local', 'food', 'trying', 'disappointing', 'nothing', 'close', 'traditionally', 'simple', 'qualitative', 'cuisine', 'expect', 'italy', 'dont', 'go']",Neutro
Italy,Ad Hoc Ristorante (Piazza del Popolo),Negative,lost the touch,Oct 2011 •,"We went there for all the good critics here in tripadvisor, but sadly service was terrible and ambience was boring and 1 hour to serve the appetaizer and one more for the entre. food was ok and the waitress try to be nice but not enough. wouldn´t repit.",253,went good critics tripadvisor sadly service terrible ambience boring 1 hour serve appetaizer one entre food ok waitress try nice enough wouldnt repit,"['went', 'good', 'critics', 'tripadvisor', 'sadly', 'service', 'terrible', 'ambience', 'boring', '1', 'hour', 'serve', 'appetaizer', 'one', 'entre', 'food', 'ok', 'waitress', 'try', 'nice', 'enough', 'wouldnt', 'repit']",Negativo
Italy,Ad Hoc Ristorante (Piazza del Popolo),Negative,TERRIBLE ATTITUDE!!!!DONT GO!!!!,Oct 2011 •,Terrible attitude as soon as walked in!!! Who do they think they are???,71,terrible attitude soon walked think,"['terrible', 'attitude', 'soon', 'walked', 'think']",Muito Negativo
Italy,Ad Hoc Ristorante (Piazza del Popolo),Positive,Birthday Dinner,Jan 2020 •,Ad Hoc was the PERFECT place to celebrate my birthday. They made the entire dining experience so special and continued to bring out special treats throughout the meal. The entire waitstaff was attentive and made us feel at home. Their wine list is extensive and the staff was fantastic at narrowing down and helping us find a wine we could all enjoy. Would highly recommend the dining experience here for anyone looking for an incredible meal in Rome.,451,ad hoc perfect place celebrate birthday made entire dining experience special continued bring special treats throughout meal entire waitstaff attentive made us feel home wine list extensive staff fantastic narrowing helping us find wine could enjoy would highly recommend dining experience anyone looking incredible meal rome,"['ad', 'hoc', 'perfect', 'place', 'celebrate', 'birthday', 'made', 'entire', 'dining', 'experience', 'special', 'continued', 'bring', 'special', 'treats', 'throughout', 'meal', 'entire', 'waitstaff', 'attentive', 'made', 'us', 'feel', 'home', 'wine', 'list', 'extensive', 'staff', 'fantastic', 'narrowing', 'helping', 'us', 'find', 'wine', 'could', 'enjoy', 'would', 'highly', 'recommend', 'dining', 'experience', 'anyone', 'looking', 'incredible', 'meal', 'rome']",Muito Positivo
Italy,Ad Hoc Ristorante (Piazza del Popolo),Positive,Great Italian cooking with a touch,Jan 2020 •,"It was the second time I ate at Ad Hoc, after a few years. Food is still great, Italian with a modern touch. Good and friendly service. Huge selection of good wines.
The place is cosy enough for a romantic dinner or a small group appreciating clever cooking.",258,second time ate ad hoc years food still great italian modern touch good friendly service huge selection good winesthe place cosy enough romantic dinner small group appreciating clever cooking,"['second', 'time', 'ate', 'ad', 'hoc', 'years', 'food', 'still', 'great', 'italian', 'modern', 'touch', 'good', 'friendly', 'service', 'huge', 'selection', 'good', 'winesthe', 'place', 'cosy', 'enough', 'romantic', 'dinner', 'small', 'group', 'appreciating', 'clever', 'cooking']",Positivo
Italy,Ad Hoc Ristorante (Piazza del Popolo),Positive,One of the best meals in Italy,Oct 2019 •,"You want to be treated like royalty while paying for normal fine dining? This is the place. And the food is wonderful. Lots of complimentary small bites to make this worthy of a Michelin star. Seriously, give this place a try. I think you will love the whole experience.",270,want treated like royalty paying normal fine dining place food wonderful lots complimentary small bites make worthy michelin star seriously give place try think love whole experience,"['want', 'treated', 'like', 'royalty', 'paying', 'normal', 'fine', 'dining', 'place', 'food', 'wonderful', 'lots', 'complimentary', 'small', 'bites', 'make', 'worthy', 'michelin', 'star', 'seriously', 'give', 'place', 'try', 'think', 'love', 'whole', 'experience']",Muito Positivo
Italy,Ad Hoc Ristorante (Piazza del Popolo),Positive,Phenomenal,Oct 2019 •,"I could not recommend this restaurant more. I spent one month in Rome and this was HANDS DOWN the best food I had the entire time I was there. The atmosphere was 10/10, a candlelit, romantic setting, which from my experience was quite rare in the brightly lit Italian restaurants. Having said that the main highlight was the food which was exceptional even by Italian standards. Also the staff were wonderful and they even sent a cookbook of recipes, truffle and wine information. I was just blown away with the experience and could not recommend it more to locals and tourist alike",582,could recommend restaurant spent one month rome hands best food entire time atmosphere 1010 candlelit romantic setting experience quite rare brightly lit italian restaurants said main highlight food exceptional even italian standards also staff wonderful even sent cookbook recipes truffle wine information blown away experience could recommend locals tourist alike,"['could', 'recommend', 'restaurant', 'spent', 'one', 'month', 'rome', 'hands', 'best', 'food', 'entire', 'time', 'atmosphere', '1010', 'candlelit', 'romantic', 'setting', 'experience', 'quite', 'rare', 'brightly', 'lit', 'italian', 'restaurants', 'said', 'main', 'highlight', 'food', 'exceptional', 'even', 'italian', 'standards', 'also', 'staff', 'wonderful', 'even', 'sent', 'cookbook', 'recipes', 'truffle', 'wine', 'information', 'blown', 'away', 'experience', 'could', 'recommend', 'locals', 'tourist', 'alike']",Muito Positivo
Italy,Ad Hoc Ristorante (Piazza del Popolo),Positive,Great food and service,Jan 2020 •,The food was good. The wine selection and service were excellent. The restaurant is very cute with a warm and cozy feel to it.,126,food good wine selection service excellent restaurant cute warm cozy feel,"['food', 'good', 'wine', 'selection', 'service', 'excellent', 'restaurant', 'cute', 'warm', 'cozy', 'feel']",Positivo
Italy,Ad Hoc Ristorante (Piazza del Popolo),Positive,Excellent atmosphere and service!,Jan 2020 •,"If you want to really enjoy in food and service I highly reccomend Ad Hoc restaurant. Outsanding service, great wine list, great starters and pasta with white or black truffles. Lamb as a main course was excellent and also the desserts. At the end they have a present for every guest, small bottle of extra vergin olive oil. Very nice gesture!",343,want really enjoy food service highly reccomend ad hoc restaurant outsanding service great wine list great starters pasta white black truffles lamb main course excellent also desserts end present every guest small bottle extra vergin olive oil nice gesture,"['want', 'really', 'enjoy', 'food', 'service', 'highly', 'reccomend', 'ad', 'hoc', 'restaurant', 'outsanding', 'service', 'great', 'wine', 'list', 'great', 'starters', 'pasta', 'white', 'black', 'truffles', 'lamb', 'main', 'course', 'excellent', 'also', 'desserts', 'end', 'present', 'every', 'guest', 'small', 'bottle', 'extra', 'vergin', 'olive', 'oil', 'nice', 'gesture']",Muito Positivo
Italy,Ad Hoc Ristorante (Piazza del Popolo),Positive,wonderful  & accomodating,Jan 2020 •,"we showed up on a Saturday night without a reservation, but a late cancellation proved fortuitous.   My wife and I took our daughter and wanted to give her a special night before she started her school.  Though we ate only a few courses off the ala carte menu, the staff did a wonderful job and made my daughter feel special including a gift of a some olive oil at the end of the night.   A wine substitution of an out of stock bottle was spot on and the service was impeccable. 
Wonderful",489,showed saturday night without reservation late cancellation proved fortuitous wife took daughter wanted give special night started school though ate courses ala carte menu staff wonderful job made daughter feel special including gift olive oil end night wine substitution stock bottle spot service impeccable wonderful,"['showed', 'saturday', 'night', 'without', 'reservation', 'late', 'cancellation', 'proved', 'fortuitous', 'wife', 'took', 'daughter', 'wanted', 'give', 'special', 'night', 'started', 'school', 'though', 'ate', 'courses', 'ala', 'carte', 'menu', 'staff', 'wonderful', 'job', 'made', 'daughter', 'feel', 'special', 'including', 'gift', 'olive', 'oil', 'end', 'night', 'wine', 'substitution', 'stock', 'bottle', 'spot', 'service', 'impeccable', 'wonderful']",Muito Positivo
Italy,Ad Hoc Ristorante (Piazza del Popolo),Positive,Very tasty!!!,Jan 2020 •,Highly recommend this place. Pasta with truffles is incredible! Wine list is in two books! Starters are great!!!,112,highly recommend place pasta truffles incredible wine list two books starters great,"['highly', 'recommend', 'place', 'pasta', 'truffles', 'incredible', 'wine', 'list', 'two', 'books', 'starters', 'great']",Muito Positivo
Italy,Ad Hoc Ristorante (Piazza del Popolo),Positive,"Great food, excellent wine, inviting atmosphere &  outstanding service",Oct 2019 •,"If you want a restaurant experience that captures all of the good things about Italy in general and Rome in particular you must visit Ad Hoc. The restautant surrounds you with fine food and wine on the shelves while the service is efficient but unhurried. However, the highlight, as in any good restaurant, is the food and wine you are served. Simply exceptional.",363,want restaurant experience captures good things italy general rome particular must visit ad hoc restautant surrounds fine food wine shelves service efficient unhurried however highlight good restaurant food wine served simply exceptional,"['want', 'restaurant', 'experience', 'captures', 'good', 'things', 'italy', 'general', 'rome', 'particular', 'must', 'visit', 'ad', 'hoc', 'restautant', 'surrounds', 'fine', 'food', 'wine', 'shelves', 'service', 'efficient', 'unhurried', 'however', 'highlight', 'good', 'restaurant', 'food', 'wine', 'served', 'simply', 'exceptional']",Muito Positivo
Italy,Ad Hoc Ristorante (Piazza del Popolo),Positive,Michelin must come for a visit,Oct 2019 •,Fantastic food and wine. Exellent service. The atmosphere were calm and quiet. Tidy and clean restrooms.,104,fantastic food wine exellent service atmosphere calm quiet tidy clean restrooms,"['fantastic', 'food', 'wine', 'exellent', 'service', 'atmosphere', 'calm', 'quiet', 'tidy', 'clean', 'restrooms']",Muito Positivo
Italy,Ad Hoc Ristorante (Piazza del Popolo),Positive,"Excellent food , wine and service",Jan 2020 •,"Last night in Rome , we wanted a special meal and certainly got one at ad hoc . We had the tasting menus with wine.  All great food, lovely fresh bread, we thoroughly enjoyed all of the courses and the service and ambience was very good. Lovely not to be rushed at all, great evening.  Highly recommend",302,last night rome wanted special meal certainly got one ad hoc tasting menus wine great food lovely fresh bread thoroughly enjoyed courses service ambience good lovely rushed great evening highly recommend,"['last', 'night', 'rome', 'wanted', 'special', 'meal', 'certainly', 'got', 'one', 'ad', 'hoc', 'tasting', 'menus', 'wine', 'great', 'food', 'lovely', 'fresh', 'bread', 'thoroughly', 'enjoyed', 'courses', 'service', 'ambience', 'good', 'lovely', 'rushed', 'great', 'evening', 'highly', 'recommend']",Positivo
Italy,Ad Hoc Ristorante (Piazza del Popolo),Positive,Should have a Michelin Star,Jan 2020 •,"Service , Friendliness , Food. Selection , and Standard All 5 Star 
Try for a special occasion.  
Nice touches. Amuse Bouchée, Home made cookies and little bottles of olive oil
As gifts.    So good !",199,service friendliness food selection standard 5 star try special occasion nice touches amuse bouchée home made cookies little bottles olive oilas gifts good,"['service', 'friendliness', 'food', 'selection', 'standard', '5', 'star', 'try', 'special', 'occasion', 'nice', 'touches', 'amuse', 'bouchée', 'home', 'made', 'cookies', 'little', 'bottles', 'olive', 'oilas', 'gifts', 'good']",Neutro
Italy,Ad Hoc Ristorante (Piazza del Popolo),Positive,Birthday Dinner,Nov 2019 •,"We dropped in on a Saturday evening and got a table even though we had not reserved and it was very busy, We had the tasting menu which was delicious and wines excellent.  Service was very friendly and efficiant and overall a faboulus experience during our weekend in Rome at the end of November.",296,dropped saturday evening got table even though reserved busy tasting menu delicious wines excellent service friendly efficiant overall faboulus experience weekend rome end november,"['dropped', 'saturday', 'evening', 'got', 'table', 'even', 'though', 'reserved', 'busy', 'tasting', 'menu', 'delicious', 'wines', 'excellent', 'service', 'friendly', 'efficiant', 'overall', 'faboulus', 'experience', 'weekend', 'rome', 'end', 'november']",Muito Positivo
Italy,Ad Hoc Ristorante (Piazza del Popolo),Positive,Wonderful restaurant with great wine list,Jan 2020 •,"As Hoc is conveniently located not far from the Piazza del Popolo and Piazza di Spagna.  We had the Truffle set menu and the meat set menu, paired with wines. The sommelier was knowledgeable and explained what we were drinking.  The service was good but uneven, as at times the food arrived and then we had to wait for the wine.  The suckling pig and beef cheeks were rich and delicious.  The meal included an amuse bouche as well as three desserts and, finally, a gift of a small bottle of olive oil as we left.  A wonderful experience!",537,hoc conveniently located far piazza del popolo piazza di spagna truffle set menu meat set menu paired wines sommelier knowledgeable explained drinking service good uneven times food arrived wait wine suckling pig beef cheeks rich delicious meal included amuse bouche well three desserts finally gift small bottle olive oil left wonderful experience,"['hoc', 'conveniently', 'located', 'far', 'piazza', 'del', 'popolo', 'piazza', 'di', 'spagna', 'truffle', 'set', 'menu', 'meat', 'set', 'menu', 'paired', 'wines', 'sommelier', 'knowledgeable', 'explained', 'drinking', 'service', 'good', 'uneven', 'times', 'food', 'arrived', 'wait', 'wine', 'suckling', 'pig', 'beef', 'cheeks', 'rich', 'delicious', 'meal', 'included', 'amuse', 'bouche', 'well', 'three', 'desserts', 'finally', 'gift', 'small', 'bottle', 'olive', 'oil', 'left', 'wonderful', 'experience']",Muito Positivo
Italy,Ad Hoc Ristorante (Piazza del Popolo),Positive,Tried to book this restaurant for New Year’s Eve,Jan 2020 •,"Tried to book this restaurant for New Year’s Eve unfortunately it was booked out which tells a story.    We had been having a relaxing day after New Year’s Eve celebrations we decided about 8pm to go for a walk and we stumbled across the restaurant by accident.  So we decided to go in how lucky we were we got the last table.  This restaurant is a well oiled machine they start you off with a small glass of wine and aperitifs lovely touch 
We both started with anti pasta dishes octopus pasta and cubed carbonara both were delicious and well presented 
For our mains we decided to go for suckling pig and fillet of beef we weren’t disappointed both dishes were delicious 
I’ve got to mention the lovely young lady sommelier who chose a lovely wine to compliment our meal.    We looked at the sweet menu and on another day we would have sampled something but we were both full l finished with a cappuccino and we were presented with a lovely mixture of small petit fours which was lovely 
There’s a cracking chef in this establishment with a great team round about him keep up the good work guys 10 out of 10 if your in Rome don’t leave without trying this restaurant a culinary experience",1190,tried book restaurant new years eve unfortunately booked tells story relaxing day new years eve celebrations decided 8pm go walk stumbled across restaurant accident decided go lucky got last table restaurant well oiled machine start small glass wine aperitifs lovely touch started anti pasta dishes octopus pasta cubed carbonara delicious well presented mains decided go suckling pig fillet beef werent disappointed dishes delicious ive got mention lovely young lady sommelier chose lovely wine compliment meal looked sweet menu another day would sampled something full l finished cappuccino presented lovely mixture small petit fours lovely theres cracking chef establishment great team round keep good work guys 10 10 rome dont leave without trying restaurant culinary experience,"['tried', 'book', 'restaurant', 'new', 'years', 'eve', 'unfortunately', 'booked', 'tells', 'story', 'relaxing', 'day', 'new', 'years', 'eve', 'celebrations', 'decided', '8pm', 'go', 'walk', 'stumbled', 'across', 'restaurant', 'accident', 'decided', 'go', 'lucky', 'got', 'last', 'table', 'restaurant', 'well', 'oiled', 'machine', 'start', 'small', 'glass', 'wine', 'aperitifs', 'lovely', 'touch', 'started', 'anti', 'pasta', 'dishes', 'octopus', 'pasta', 'cubed', 'carbonara', 'delicious', 'well', 'presented', 'mains', 'decided', 'go', 'suckling', 'pig', 'fillet', 'beef', 'werent', 'disappointed', 'dishes', 'delicious', 'ive', 'got', 'mention', 'lovely', 'young', 'lady', 'sommelier', 'chose', 'lovely', 'wine', 'compliment', 'meal', 'looked', 'sweet', 'menu', 'another', 'day', 'would', 'sampled', 'something', 'full', 'l', 'finished', 'cappuccino', 'presented', 'lovely', 'mixture', 'small', 'petit', 'fours', 'lovely', 'theres', 'cracking', 'chef', 'establishment', 'great', 'team', 'round', 'keep', 'good', 'work', 'guys', '10', '10', 'rome', 'dont', 'leave', 'without', 'trying', 'restaurant', 'culinary', 'experience']",Neutro
Italy,Ad Hoc Ristorante (Piazza del Popolo),Positive,Fantastic experience!,Sept 2019 •,"The restaurant atmosphere was relaxing and beautiful. The food was amazing. I highly recommend the wine and truffle tasting menu. When it came time for dessert, we had a pre-dessert, dessert, and a post-dessert. They gave us a small bottle of olive oil to take with us. Later, they sent a thank you email with a cookbook attached. Fantastic experience!",352,restaurant atmosphere relaxing beautiful food amazing highly recommend wine truffle tasting menu came time dessert predessert dessert postdessert gave us small bottle olive oil take us later sent thank email cookbook attached fantastic experience,"['restaurant', 'atmosphere', 'relaxing', 'beautiful', 'food', 'amazing', 'highly', 'recommend', 'wine', 'truffle', 'tasting', 'menu', 'came', 'time', 'dessert', 'predessert', 'dessert', 'postdessert', 'gave', 'us', 'small', 'bottle', 'olive', 'oil', 'take', 'us', 'later', 'sent', 'thank', 'email', 'cookbook', 'attached', 'fantastic', 'experience']",Muito Positivo
Italy,Ad Hoc Ristorante (Piazza del Popolo),Positive,Delicious food! Highly recommend!,Nov 2019 •,"We celebrated my 50th birthday here and it was a great choice!!!
The food is amazing, so delicious.  And portion sizes are big, so be warned!!! We really struggled to finish it, and that was after she recommended I just have a half size portion of the pasta!! My carbonara three ways was the best carbonara I’ve ever had!!!! Presentation is amazing, and lots of nice touches like the amuse-bouche and their own breads and petit fours.
The wine list is the best I’ve ever seen!! So much choice. 
Service is excellent, friendly and efficient. They made it a special night for me by bringing out a cake at the end and singing Happy Birthday to me!! 
When we’re back in Rome, we’ll definitely be eating here again!",710,celebrated 50th birthday great choicethe food amazing delicious portion sizes big warned really struggled finish recommended half size portion pasta carbonara three ways best carbonara ive ever presentation amazing lots nice touches like amusebouche breads petit foursthe wine list best ive ever seen much choice service excellent friendly efficient made special night bringing cake end singing happy birthday back rome well definitely eating,"['celebrated', '50th', 'birthday', 'great', 'choicethe', 'food', 'amazing', 'delicious', 'portion', 'sizes', 'big', 'warned', 'really', 'struggled', 'finish', 'recommended', 'half', 'size', 'portion', 'pasta', 'carbonara', 'three', 'ways', 'best', 'carbonara', 'ive', 'ever', 'presentation', 'amazing', 'lots', 'nice', 'touches', 'like', 'amusebouche', 'breads', 'petit', 'foursthe', 'wine', 'list', 'best', 'ive', 'ever', 'seen', 'much', 'choice', 'service', 'excellent', 'friendly', 'efficient', 'made', 'special', 'night', 'bringing', 'cake', 'end', 'singing', 'happy', 'birthday', 'back', 'rome', 'well', 'definitely', 'eating']",Muito Positivo
Italy,Ad Hoc Ristorante (Piazza del Popolo),Positive,Dinner,Dec 2019 •,"Ad Hoc,
Wonderful place.
The food is amazing.
A lot of option.. All is good and tasty.
Don't miss the ""taste dinner"" really unique and delicious.",145,ad hocwonderful placethe food amazinga lot option good tastydont miss taste dinner really unique delicious,"['ad', 'hocwonderful', 'placethe', 'food', 'amazinga', 'lot', 'option', 'good', 'tastydont', 'miss', 'taste', 'dinner', 'really', 'unique', 'delicious']",Muito Positivo
Italy,Ad Hoc Ristorante (Piazza del Popolo),Positive,Atmospheric,Dec 2019 •,"Nice and cozy place just behind piazza del Popolo. Excellent service and really nice food with great selection of the first materials. 

The extra virgin olive oil made the difference and was surprisingly offered as a gift at the end of our meal. 
Totally recommend it for couples or special occasions.

The most important was the fact that there wasn’t a hurry to leave the table so as to replace you with other clients. They gave you time to decide and enjoy your meal. 

An atmospheric experience in the heart of Rome",520,nice cozy place behind piazza del popolo excellent service really nice food great selection first materials extra virgin olive oil made difference surprisingly offered gift end meal totally recommend couples special occasionsthe important fact wasnt hurry leave table replace clients gave time decide enjoy meal atmospheric experience heart rome,"['nice', 'cozy', 'place', 'behind', 'piazza', 'del', 'popolo', 'excellent', 'service', 'really', 'nice', 'food', 'great', 'selection', 'first', 'materials', 'extra', 'virgin', 'olive', 'oil', 'made', 'difference', 'surprisingly', 'offered', 'gift', 'end', 'meal', 'totally', 'recommend', 'couples', 'special', 'occasionsthe', 'important', 'fact', 'wasnt', 'hurry', 'leave', 'table', 'replace', 'clients', 'gave', 'time', 'decide', 'enjoy', 'meal', 'atmospheric', 'experience', 'heart', 'rome']",Positivo
Italy,Ad Hoc Ristorante (Piazza del Popolo),Positive,Very Good,Dec 2019 •,"We always eat here every time we go to Rome. You really need a reservation. It isn’t as good as it use to be, but still one of our favorites",140,always eat every time go rome really need reservation isnt good use still one favorites,"['always', 'eat', 'every', 'time', 'go', 'rome', 'really', 'need', 'reservation', 'isnt', 'good', 'use', 'still', 'one', 'favorites']",Negativo
Italy,Ad Hoc Ristorante (Piazza del Popolo),Positive,Birthday Treat,Dec 2019 •,"Went to Adhoc as a treat for my wifes surprise birthday trip to Rome. 
Upon arrival we received a very warm and friendly greeting from the staff. 
After a glass of fizz, we decided on a land taster menu with an amended desert and also a change to the wine (my wife doesnt enjoy red wine) and the black truffle taster menu with wine. 
The food was simply sublime every course a culinary treat for us both. 
Also received an amuse bouche and also a pre desert treat as well as petit fours!
The staff also Surprised my wife with a rendition of happy birthday as well much to her surprise. 
The staff couldn't have been better simply impeccable service and food. They couldn't do enough to help us, answer any of our questions or accommodate our requests. 
The venue is wonderful, very atmospheric and the perfect setting for a wonderful meal. 
We left with very full bellys and very satisfied by our experience. 
Would definitely come again.",938,went adhoc treat wifes surprise birthday trip rome upon arrival received warm friendly greeting staff glass fizz decided land taster menu amended desert also change wine wife doesnt enjoy red wine black truffle taster menu wine food simply sublime every course culinary treat us also received amuse bouche also pre desert treat well petit foursthe staff also surprised wife rendition happy birthday well much surprise staff couldnt better simply impeccable service food couldnt enough help us answer questions accommodate requests venue wonderful atmospheric perfect setting wonderful meal left full bellys satisfied experience would definitely come,"['went', 'adhoc', 'treat', 'wifes', 'surprise', 'birthday', 'trip', 'rome', 'upon', 'arrival', 'received', 'warm', 'friendly', 'greeting', 'staff', 'glass', 'fizz', 'decided', 'land', 'taster', 'menu', 'amended', 'desert', 'also', 'change', 'wine', 'wife', 'doesnt', 'enjoy', 'red', 'wine', 'black', 'truffle', 'taster', 'menu', 'wine', 'food', 'simply', 'sublime', 'every', 'course', 'culinary', 'treat', 'us', 'also', 'received', 'amuse', 'bouche', 'also', 'pre', 'desert', 'treat', 'well', 'petit', 'foursthe', 'staff', 'also', 'surprised', 'wife', 'rendition', 'happy', 'birthday', 'well', 'much', 'surprise', 'staff', 'couldnt', 'better', 'simply', 'impeccable', 'service', 'food', 'couldnt', 'enough', 'help', 'us', 'answer', 'questions', 'accommodate', 'requests', 'venue', 'wonderful', 'atmospheric', 'perfect', 'setting', 'wonderful', 'meal', 'left', 'full', 'bellys', 'satisfied', 'experience', 'would', 'definitely', 'come']",Muito Positivo
